Sexo_p0082,Mismo_jefedehogar_p1011,Etnia_p103,Sisben_p104,Tiempo(meses)_viviendaactual_p105,Electricidad_p201a,Medidor_electricidad_p202a,Electricidad_cocina_p204a,Gas_Natural_p201b,Gas_pipeta_p201c,Acueducto_p201d,Red_aguapotablep_p202d,Agua_acueducto_alimentos_p204d,Alcantarillado_p201e,Alcantarillado_remunicipal_p202e,Servsanitario_redmunicipal_p204e,Basuras_pp201f,Basuras_recoleecmunicipal_p202f,recoleecmunicipal_unicomedio_p204f,Material_vivienda_p206,Cuartos_piezas_p207,Forma_tenencia_p208,#hogares_x_vivienda_p2092,Edad_promedio_xhogar,Personas_xhogar,Ing _Total_xhogar ,Prome_Montoempleo_xhogar_p308ma,Prome_Montoindepen_xhogar_p308mb,Prome_Montonegocio_xhogar_p308mc,Prome_Montoayudas_xhogar_p308md,Prome_Montocasional_xhogar_p308mf,Prome_Montopension_xhogarp308me,%personas_noing_xhogar,%personas_actprincipal_trabajar,%personas_actprincipal_buscartrabajo,%personas_actprincipal_estudiar,%personas_actprincipal_oficioshogar,%personas_actprincipal_Otrasactivi,%personas_actsecundaria_trabajar,%personas_actsecundaria_buscartrabajo,%personas_actsecundaria_estudiar,%personas_actsecundaria_oficioshogar,%personas_actsecundaria_Otrasactivi,%personas_segsocial,Prome_a�oseducacion_xhogar,Meses_en_el_trabajo*_p4032,Situaciones_trabajo_p406,Preocu_alimen_x_dinero_p413,Sinalimen_x_dinero_p414,Curso_form_trab_p416,Curso_obte_mant_trabajo_p417,trabajo_propio_p418,Maltrato intrafamiliar en la zona
1.00,1.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,32.00,5.00,1070000.00,385000.00,300000.00,0.00,0.00,0.00,0.00,0.40,0.60,0.00,0.00,0.00,0.20,0.00,0.20,0.00,0.20,0.40,0.20,5.00,36.00,2.00,2.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,5.00,1.00,61.00,1.00,150000.00,0.00,150000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,163.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,6.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,2.00,27.00,5.00,200000.00,0.00,0.00,200000.00,0.00,0.00,0.00,0.80,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,4.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,0.00
2.00,2.00,2.00,1.00,96.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,42.00,2.00,450000.00,200000.00,250000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,7.00,180.00,4.00,1.00,2.00,2.00,0.00,1.00,1.00
2.00,1.00,2.00,1.00,108.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,2.00,47.00,3.00,200000.00,0.00,0.00,200000.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.67,0.00,5.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,23.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.25,0.75,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,10.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,20.00,8.00,1000000.00,350000.00,400000.00,250000.00,0.00,0.00,0.00,0.63,0.25,0.25,0.13,0.00,0.00,0.00,0.00,0.00,0.38,0.25,0.00,6.00,0.00,0.00,1.00,2.00,1.00,2.00,1.00,1.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,11.00,3.00,150000.00,0.00,0.00,0.00,150000.00,0.00,0.00,0.67,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.33,0.00,0.33,0.00,6.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00
2.00,2.00,2.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,35.00,6.00,150000.00,0.00,150000.00,0.00,0.00,0.00,0.00,0.83,0.17,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.17,0.00,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,31.00,2.00,550000.00,550000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,10.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00
2.00,1.00,4.00,1.00,24.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,41.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.67,0.00,9.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,0.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,2.00,25.00,7.00,1260000.00,0.00,386666.67,100000.00,0.00,0.00,0.00,0.43,0.57,0.00,0.00,0.14,0.00,0.00,0.00,0.14,0.29,0.29,0.00,5.00,0.00,0.00,2.00,2.00,1.00,2.00,1.00,0.00
2.00,2.00,4.00,1.00,48.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,27.00,5.00,350000.00,0.00,350000.00,0.00,0.00,0.00,0.00,0.80,0.20,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.60,0.20,4.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,0.00
1.00,1.00,2.00,6.00,22.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,40.00,2.00,800000.00,800000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,11.00,127.00,2.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,7.00,1.00,50.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,39.00,2.00,1200000.00,800000.00,400000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,12.00,245.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,34.00,4.00,350000.00,0.00,300000.00,0.00,50000.00,0.00,0.00,0.50,0.50,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,2.00,3.00,1.00,29.00,4.00,600000.00,0.00,200000.00,0.00,400000.00,0.00,0.00,0.50,0.25,0.50,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.00,7.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,1.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,23.00,4.00,350000.00,0.00,150000.00,0.00,200000.00,0.00,0.00,0.50,0.00,0.25,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.25,0.00,9.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,36.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,3.00,0.00,0.00,2.00,2.00,2.00,0.00,1.00,1.00
2.00,2.00,2.00,1.00,84.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,32.00,4.00,930000.00,0.00,465000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.50,0.25,0.00,5.00,0.00,0.00,2.00,2.00,1.00,1.00,2.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,76.00,1.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00,2.00,2.00,0.00,1.00,1.00
1.00,2.00,4.00,4.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,28.00,5.00,180000.00,0.00,0.00,0.00,0.00,0.00,180000.00,0.80,0.20,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.40,0.40,0.00,8.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,25.00,6.00,80000.00,0.00,0.00,80000.00,0.00,0.00,0.00,0.83,0.17,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.50,0.17,0.00,6.00,144.00,3.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,2.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,31.00,4.00,200000.00,200000.00,0.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.50,0.00,2.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,7.00,1.00,36.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,25.00,3.00,1380000.00,690000.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,9.00,0.00,0.00,1.00,2.00,1.00,2.00,2.00,1.00
2.00,2.00,6.00,1.00,15.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,1.00,1.00,30.00,7.00,730000.00,0.00,193333.33,0.00,150000.00,0.00,0.00,0.43,0.43,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.57,0.14,0.00,4.00,18.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,1.00,4.00,1.00,59.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,2.00,17.00,3.00,400000.00,200000.00,0.00,0.00,200000.00,0.00,0.00,0.67,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,6.00,120.00,2.00,1.00,1.00,2.00,0.00,2.00,0.00
2.00,2.00,3.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,26.00,5.00,400000.00,0.00,400000.00,0.00,0.00,0.00,0.00,0.80,0.20,0.40,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,7.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,0.00
2.00,1.00,6.00,1.00,84.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,2.00,1.00,20.00,4.00,400000.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,7.00,3.00,4.00,1.00,2.00,2.00,0.00,1.00,1.00
2.00,2.00,7.00,1.00,16.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,14.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,4.00,36.00,4.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,2.00,1.00,96.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,32.00,4.00,1100000.00,0.00,550000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.25,2.00,420.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,6.00,1.00,33.00,7.00,1040000.00,0.00,200000.00,0.00,210000.00,0.00,0.00,0.43,0.29,0.00,0.29,0.43,0.00,0.00,0.43,0.00,0.43,0.14,0.00,6.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,24.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,21.00,2.00,90000.00,0.00,90000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,60.00,2.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,31.00,1.00,100000.00,0.00,100000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,13.00,120.00,2.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,1.00,7.00,1.00,3.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,17.00,6.00,320000.00,0.00,160000.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.33,0.00,0.00,0.00,0.17,0.00,0.33,0.17,0.00,2.00,12.00,4.00,1.00,1.00,2.00,0.00,1.00,0.00
1.00,1.00,4.00,1.00,26.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,24.00,3.00,620000.00,620000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.33,5.00,42.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,84.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,20.00,4.00,450000.00,450000.00,0.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.25,0.25,0.00,6.00,0.00,0.00,1.00,2.00,1.00,2.00,2.00,1.00
1.00,1.00,2.00,1.00,14.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,22.00,4.00,600000.00,0.00,600000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,0.25,0.25,6.00,24.00,4.00,2.00,2.00,1.00,1.00,1.00,1.00
2.00,1.00,1.00,1.00,30.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,1.00,35.00,1.00,600000.00,0.00,600000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,11.00,36.00,2.00,1.00,2.00,1.00,1.00,2.00,1.00
2.00,1.00,1.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,81.00,1.00,500000.00,0.00,0.00,0.00,0.00,0.00,500000.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,12.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,6.00,1.00,11.00,4.00,300000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.25,0.00,0.00,0.25,0.00,0.25,0.00,0.00,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,18.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,17.00,3.00,620000.00,620000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.33,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,36.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,2.00,29.00,3.00,290000.00,0.00,90000.00,0.00,200000.00,0.00,0.00,0.67,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,4.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,0.00
2.00,1.00,2.00,1.00,93.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,43.00,7.00,1265000.00,0.00,700000.00,0.00,141250.00,0.00,0.00,0.29,0.29,0.00,0.29,0.29,0.14,0.00,0.00,0.14,0.14,0.71,0.00,8.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,34.00,3.00,1600000.00,800000.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.67,15.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,6.00,36.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,29.00,2.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,12.00,60.00,1.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,6.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,30.00,4.00,1200000.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.50,12.00,192.00,1.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,1.00,1.00,108.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,1.00,38.00,5.00,1400000.00,670000.00,730000.00,0.00,0.00,0.00,0.00,0.60,0.40,0.20,0.00,0.20,0.20,0.00,0.00,0.00,0.60,0.40,0.20,7.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,1.00,6.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,31.00,2.00,1000000.00,1000000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.50,12.00,48.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,2.00,96.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,46.00,2.00,700000.00,700000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.50,14.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,3.00,4.00,7.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,29.00,3.00,2600000.00,1300000.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.67,7.00,144.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,3.00,1.00,1.00,40.00,6.00,1980000.00,700000.00,215000.00,0.00,150000.00,0.00,0.00,0.17,0.67,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.67,0.33,0.33,8.00,12.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,33.00,6.00,350000.00,350000.00,0.00,0.00,0.00,0.00,0.00,0.83,0.17,0.33,0.00,0.17,0.17,0.00,0.00,0.00,0.00,1.00,0.17,10.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,22.00,6.00,300000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.83,0.17,0.17,0.67,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,300.00,3.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,2.00,24.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,16.00,5.00,628000.00,628000.00,0.00,0.00,0.00,0.00,0.00,0.80,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.20,5.00,228.00,1.00,1.00,2.00,1.00,1.00,2.00,1.00
1.00,2.00,4.00,1.00,6.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,26.00,4.00,1400000.00,300000.00,550000.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,9.00,36.00,3.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,7.00,1.00,12.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,19.00,3.00,100000.00,0.00,0.00,0.00,100000.00,0.00,0.00,0.67,0.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,7.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,84.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,15.00,5.00,778000.00,389000.00,0.00,0.00,0.00,0.00,0.00,0.60,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.40,0.20,4.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,22.00,4.00,2400000.00,1200000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.50,7.00,120.00,2.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,3.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,21.00,4.00,500000.00,0.00,500000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,4.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,16.00,4.00,260000.00,0.00,0.00,0.00,130000.00,0.00,0.00,0.50,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.50,0.00,3.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
